date,duration,exclude,text,Concept,Phrase,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
6/11/24 12:22,77,0,"When people refer to ""a meaningful word,"" they are talking about a word that carries significant weight or importance in a particular context. This could be due to the word's emotional impact, its relevance to a specific subject, or its ability to convey a deep or complex idea succinctly.",Word,Meaningful,1,49,82.8,12.03,87.61,51.68,24.5,28.57,89.8,71.43,48.98,10.2,2.04,0,0,0,0,2.04,8.16,20.41,12.24,0,12.24,6.12,4.08,8.16,0,12.24,14.29,2.04,2.04,0,2.04,0,22.45,0,22.45,8.16,2.04,2.04,6.12,0,8.16,0,4.08,2.04,0,2.04,0,0,0,0,0,0,12.24,10.2,0,0,0,0,8.16,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,6.12,0,2.04,4.08,0,0,0,4.08,0,4.08,0,0,0,0,0,0,16.33,4.08,6.12,0,0,2.04,4.08,0
6/11/24 12:23,55,0,"When I think of a meaningful life, I think of just that- life having meaning. Do your relationships have meaning? Does your job? Or how you spend your free time?",Life,Meaningful,1,30,2.14,99,99,72.45,7.5,13.33,100,76.67,60,23.33,20,6.67,0,13.33,0,0,3.33,16.67,3.33,0,6.67,13.33,10,6.67,0,23.33,3.33,0,3.33,3.33,0,0,23.33,0,23.33,20,3.33,0,3.33,0,3.33,0,3.33,3.33,0,0,0,0,0,0,0,0,23.33,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,13.33,6.67,0,3.33,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,3.33,0,0,0,0,0,0,20,3.33,3.33,10,0,0,3.33,0
6/11/24 12:22,116,0,"A meaningful life is a life that adds value to the world.  The value can be for a large group or one person.  For example, being a good parent contributes to a meaningful life.  Working a job can contribute to a meaningful life.  Smiling at strangers and being kind to animals all can be aspects of a meaningful life.",Life,Meaningful,1,59,98.37,60.23,1,99,11.8,20.34,88.14,66.1,52.54,1.69,0,0,0,0,0,0,1.69,22.03,16.95,1.69,13.56,13.56,0,3.39,0,18.64,8.47,6.78,3.39,1.69,1.69,0,15.25,1.69,13.56,6.78,0,5.08,1.69,0,1.69,0,10.17,10.17,0,3.39,3.39,0,0,0,0,0,18.64,5.08,3.39,0,0,0,0,5.08,1.69,0,0,0,0,0,0,0,3.39,0,0,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.17,1.69,0,0,1.69,0,0,0,0,0,8.47,0,0,0,0,0,0,10.17,8.47,1.69,0,0,0,0,0
6/11/24 12:22,168,0,People use this phrase when they are referring to something that matters to them personally.  It can also mean that they are referring to something and that they are driven by purpose and pride. It means that the thing in reference will bring happiness or fulfillment to them.,Life,Meaningful,1,48,2.87,84.23,8.11,83,16,20.83,93.75,77.08,66.67,31.25,10.42,0,0,0,0,10.42,20.83,12.5,2.08,0,12.5,10.42,4.17,10.42,0,20.83,0,0,4.17,0,4.17,0,22.92,0,22.92,4.17,4.17,2.08,6.25,0,2.08,0,4.17,4.17,0,4.17,4.17,0,0,0,0,0,18.75,8.33,0,0,0,0,0,10.42,0,0,0,0,0,0,0,0,2.08,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,0,0,0,0,6.25,4.17,0,2.08,2.08,0,0,0,2.08,0,10.42,2.08,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0
6/11/24 12:20,258,0,A life that is important to you.  A life that has some value to the person living it. A life that has some significance to the person living it.  Whether the life has some emotional or material fullfilment.,Life,Meaningful,1,38,74.45,70.59,8.42,61.63,9.5,15.79,89.47,73.68,63.16,15.79,2.63,0,0,2.63,0,0,13.16,31.58,15.79,0,7.89,10.53,0,5.26,0,15.79,5.26,7.89,0,0,0,0,5.26,0,5.26,0,0,0,2.63,0,5.26,0,5.26,2.63,0,2.63,0,0,0,0,0,0,18.42,0,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,5.26,0,0,5.26,0,0,0,0,0,10.53,0,0,0,0,0,0,10.53,10.53,0,0,0,0,0,0
6/11/24 12:23,70,0,"When people refer to ""the meaning of a word,"" they are typically discussing the concept or idea conveyed by that word. This includes its definition, its implications, and the associations it brings to mind. Essentially, they are exploring the significance or understanding that the word imparts within a given context or communication.",Word,MeaningOf,1,52,64.84,29.41,89.39,49.66,17.33,30.77,96.15,65.38,55.77,15.38,3.85,0,0,0,0,3.85,11.54,23.08,13.46,0,9.62,3.85,5.77,9.62,0,13.46,0,0,1.92,1.92,0,0,25,0,25,11.54,1.92,0,7.69,0,5.77,0,1.92,1.92,0,0,0,0,0,0,0,0,21.15,17.31,0,0,0,0,11.54,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,1.92,5.77,0,3.85,1.92,0,0,0,1.92,3.85,7.69,0,0,0,0,0,0,17.31,5.77,7.69,0,0,0,3.85,0
6/11/24 12:15,603,0,"A meaningful life should be what you want people to remember you by when you die. If someone asks you about so and so after they passed away, and they tell you good things, then you could say they lived a meaningful life. One person can definitely leave a huge impact in this world as far as making a difference and change is concerned.",Life,Meaningful,1,64,8.85,99,32.54,88.05,21.33,10.94,100,84.38,62.5,20.31,14.06,0,0,9.38,0,4.69,6.25,9.38,6.25,1.56,12.5,7.81,7.81,17.19,0,21.88,7.81,3.13,0,0,0,0,23.44,0,23.44,4.69,4.69,6.25,3.13,1.56,3.13,1.56,6.25,4.69,0,3.13,1.56,0,0,0,0,0,25,4.69,0,0,0,0,4.69,17.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,4.69,0,1.56,0,0,0,0,0,0,0,7.81,7.81,0,1.56,6.25,0,0,0,6.25,3.13,4.69,0,0,0,0,0,0,7.81,4.69,3.13,0,0,0,0,0
6/11/24 12:23,103,0,"When people say a meaningful word, they mean a word that is important or has a lot of feeling behind it. It might make them feel a certain way. It's a word that matters more than usual.",Word,Meaningful,1,37,42.89,40.06,94.68,93.12,12.33,13.51,100,78.38,59.46,18.92,5.41,0,0,0,0,5.41,13.51,24.32,13.51,0,8.11,10.81,2.7,8.11,0,18.92,10.81,13.51,0,0,0,0,27.03,0,24.32,10.81,2.7,0,5.41,0,5.41,0,5.41,5.41,0,0,0,0,0,0,0,0,16.22,10.81,0,0,0,0,10.81,5.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.81,10.81,0,0,5.41,0,0,5.41,5.41,0,10.81,2.7,0,0,0,0,0,13.51,8.11,2.7,0,0,2.7,0,0
6/11/24 12:21,258,0,"When people use the phrase ""a meaningful life,"" I think they usually mean a life lived at least partially for the benefit of something outside ourselves or larger than ourselves. If we live only to please ourselves and only interested in ourselves, I don't think most people would consider that meaningful. Usually, a meaningful life involves caring about other people (or possibly animals or plants) and purposefully doing things that help or benefit other people one way or another. This could be for free (like taking care of our children) or for pay (like working in a career that feels beneficial to society), but the fact that it benefits more than just ourselves is usually what makes it seem ""meaningful.""",Life,Meaningful,1,120,32.63,45,95.54,99,30,24.17,95,78.33,61.67,17.5,8.33,1.67,5.83,0,0,0.83,9.17,16.67,5.83,0.83,13.33,5,7.5,10.83,0.83,15,12.5,5.83,8.33,7.5,0.83,0,28.33,0,27.5,8.33,2.5,1.67,10.83,0,10.83,0,10.83,10.83,0,0,0,0,0,0,0,0,14.17,3.33,3.33,0.83,0,0,0,8.33,1.67,0,0,0,0,0,0,0,2.5,0,0,1.67,0.83,0,1.67,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,3.33,0,0.83,10,6.67,0.83,0,5,0,0,0.83,3.33,0.83,3.33,0,0,0,0,0,0,15.83,3.33,3.33,0,0,0.83,8.33,0
6/11/24 12:24,64,0,"I think they are talking about the idea that we don't know what our purpose here is. Is it simply to work, eat, sleep and die? Should we be pursuing a higher purpose that will last longer than our own lives? Or is there even any point to any of it at all?",Life,MeaningOf,1,53,5.44,87.88,68.36,,13.25,7.55,96.23,83.02,67.92,20.75,11.32,1.89,7.55,0,0,1.89,9.43,16.98,3.77,0,11.32,15.09,9.43,5.66,1.89,26.42,3.77,3.77,11.32,7.55,1.89,1.89,22.64,1.89,20.75,5.66,3.77,1.89,5.66,1.89,3.77,0,0,0,0,0,0,0,0,0,0,0,11.32,1.89,0,0,0,0,1.89,9.43,0,0,0,0,0,0,0,0,1.89,0,0,1.89,0,0,7.55,0,0,0,0,0,0,1.89,1.89,0,0,0,0,0,0,0,0,0,5.66,9.43,0,0,9.43,0,0,0,1.89,0,11.32,1.89,0,0,0,0,0,13.21,1.89,3.77,5.66,0,1.89,0,0
6/11/24 12:24,54,0,They are talking about what the purpose of being alive is.  What does it mean to actually be alive?  They are wondering what their state of being has to be in relation to the planet.,Life,MeaningOf,1,35,31.66,85.08,11.24,,11.67,14.29,94.29,85.71,74.29,20,8.57,0,0,0,0,8.57,11.43,8.57,5.71,0,22.86,25.71,5.71,0,0,34.29,5.71,0,2.86,2.86,0,0,22.86,0,22.86,8.57,2.86,0,2.86,11.43,0,0,0,0,0,0,0,0,0,0,0,0,11.43,2.86,0,0,0,0,2.86,8.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71,5.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,2.86,2.86,0,0,2.86,0,0,0,0,0,11.43,8.57,0,0,0,0,0,8.57,5.71,0,2.86,0,0,0,0
6/11/24 12:24,53,0,"When someone refers to living a meaningful life, they are often discussing the idea of finding purpose or significance in their actions and experiences. They may be seeking fulfillment and happiness through meaningful relationships, contributions to society, or personal growth and development. A meaningful life is one in which an individual feels that their existence has value and impact.",Life,Meaningful,1,59,43.72,84.73,84.57,98.08,19.67,35.59,88.14,67.8,52.54,11.86,6.78,0,0,0,0,6.78,5.08,13.56,6.78,1.69,10.17,8.47,3.39,11.86,0,15.25,6.78,3.39,3.39,1.69,1.69,0,25.42,0,25.42,10.17,3.39,0,8.47,0,5.08,0,6.78,6.78,0,1.69,1.69,0,0,0,0,0,23.73,5.08,1.69,0,0,0,1.69,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,3.39,8.47,1.69,0,5.08,0,0,1.69,3.39,0,8.47,1.69,0,0,0,0,0,10.17,5.08,5.08,0,0,0,0,0
6/11/24 12:24,102,0,"It refers to the definition of a word.  Or it could be the implied definition of a word that may be slang or a ""newer"" term people have adopted. The word could also mean different things to different people; for example, ""hip"" might mean a body part to some or others might immediately think of ""cool.""",Word,MeaningOf,1,56,71.85,1.71,89.39,75.77,18.67,14.29,96.43,71.43,58.93,8.93,0,0,0,0,0,0,8.93,16.07,12.5,0,12.5,14.29,3.57,7.14,0,17.86,7.14,3.57,0,0,0,0,33.93,0,33.93,10.71,0,3.57,10.71,0,12.5,0,3.57,3.57,0,0,0,0,0,0,0,0,8.93,8.93,0,0,0,0,5.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.93,1.79,0,0,0,0,0,1.79,5.36,0,1.79,5.36,0,0,0,0,0,19.64,5.36,1.79,0,0,0,12.5,0
6/11/24 12:22,190,0,I personally think that phrase refers to significance that we give to life. Its very ambiguous and a very deep phrase at the same time. I don't think we will ever find the meaning of the meaning of life.,Life,MeaningOf,1,39,61.17,40.06,91.37,,13,12.82,89.74,74.36,56.41,17.95,10.26,5.13,5.13,0,0,0,7.69,17.95,10.26,0,12.82,5.13,7.69,2.56,2.56,17.95,5.13,0,5.13,5.13,0,0,23.08,2.56,20.51,12.82,0,0,2.56,0,2.56,0,0,0,0,0,0,0,0,0,0,0,15.38,5.13,0,0,0,0,0,5.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.82,5.13,0,0,2.56,0,0,0,2.56,0,7.69,2.56,0,0,0,0,0,10.26,7.69,0,0,0,2.56,0,0
6/11/24 12:20,346,0,"When people use the word 'meaningful,' they assign significant importance to something. It means that the thing they are discussing has a great personal weight. They could be attaching specific memories to the thing they are calling meaningful.",Word,Meaningful,1,38,22.98,95.8,3.19,99,12.67,28.95,89.47,81.58,55.26,23.68,10.53,0,0,0,0,10.53,13.16,13.16,10.53,0,5.26,13.16,2.63,2.63,0,21.05,15.79,2.63,0,0,0,0,18.42,0,18.42,7.89,2.63,2.63,2.63,0,0,2.63,7.89,7.89,0,0,0,0,0,0,0,0,18.42,5.26,0,0,0,0,5.26,13.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,2.63,0,10.53,0,0,0,0,0,0,15.79,7.89,2.63,0,0,5.26,0,0
6/11/24 12:24,84,0,I think they mean how much they regard something. If it is meaningful it is in a higher regard. They use it as a means to judge how much the like or dislike something.,Word,Meaningful,1,34,22.63,40.06,99,20.23,11.33,11.76,100,88.24,70.59,26.47,11.76,2.94,0,0,0,8.82,14.71,14.71,8.82,0,11.76,5.88,5.88,8.82,0,17.65,11.76,5.88,2.94,0,0,2.94,32.35,0,32.35,17.65,8.82,0,11.76,0,5.88,0,5.88,2.94,2.94,2.94,0,2.94,0,0,0,0,17.65,8.82,0,5.88,0,2.94,0,8.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,5.88,0,0,5.88,0,0,0,0,0,8.82,0,0,0,0,0,0,8.82,8.82,0,0,0,0,0,0
6/11/24 12:25,96,0,A meaningful life for me would be one where I have surrounded by those I love. I would also have completed goals in life that are meaningful and rewarding to me. Everything I do is with purpose and is meant to help all around.,Life,Meaningful,1,44,6.68,1.08,89.39,99,14.67,15.91,100,81.82,72.73,20.45,13.64,13.64,0,0,0,0,6.82,11.36,2.27,2.27,15.91,20.45,6.82,6.82,0,22.73,6.82,4.55,6.82,2.27,4.55,0,18.18,4.55,13.64,6.82,2.27,4.55,0,0,0,0,13.64,13.64,0,2.27,2.27,0,0,0,0,0,9.09,4.55,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27,0,4.55,0,0,11.36,9.09,0,0,9.09,0,0,0,0,4.55,6.82,0,0,0,0,0,0,6.82,6.82,0,0,0,0,0,0
6/11/24 12:21,294,0,I think they are talking about having a life that has purpose and is significant to them. A meaningful life is a life that has worth. A meaningful life is something people connect with spiritually.,Life,Meaningful,1,35,31.66,57.11,24.32,94.7,11.67,22.86,100,74.29,60,17.14,8.57,2.86,0,0,0,5.71,8.57,17.14,11.43,0,8.57,20,2.86,2.86,0,25.71,8.57,0,0,0,0,0,14.29,0,14.29,8.57,2.86,0,2.86,0,0,0,5.71,5.71,0,0,0,0,0,0,0,0,22.86,2.86,0,0,0,0,2.86,5.71,0,0,0,0,0,0,0,0,5.71,0,0,0,2.86,2.86,2.86,2.86,0,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,2.86,0,0,2.86,0,0,0,0,0,17.14,0,0,0,0,0,0,8.57,8.57,0,0,0,0,0,0
6/11/24 12:25,72,0,They mean a life that is rewarding. A life that had purpose and meaning. A life that means something to ones self and others. A life that was lead with dignity and grace.,Life,Meaningful,1,33,36.2,58.11,13.81,99,8.25,15.15,96.97,63.64,57.58,21.21,3.03,0,0,0,0,3.03,18.18,24.24,12.12,0,6.06,9.09,0,9.09,0,12.12,3.03,0,6.06,0,6.06,3.03,21.21,0,21.21,9.09,6.06,0,3.03,0,3.03,0,9.09,9.09,0,0,0,0,0,0,0,0,24.24,6.06,0,3.03,0,3.03,0,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,15.15,0,0,0,0,0,0,0,0,6.06,6.06,0,0,0,0,0,0,12.12,12.12,0,0,0,0,0,0
6/11/24 12:24,141,0,"It is a word that has a lot of meaning. Meaning can come in a lot of different ways, maybe it makes someone emotional, or it might be very helpful, or it might show solidarity. It's humans sharing connection with each other.",Word,Meaningful,1,42,23.27,16.63,72.58,57.46,14,21.43,95.24,80.95,66.67,16.67,0,0,0,0,0,0,16.67,19.05,7.14,0,9.52,16.67,4.76,4.76,0,26.19,7.14,14.29,2.38,2.38,0,0,28.57,0,28.57,4.76,2.38,2.38,14.29,0,9.52,0,4.76,2.38,0,2.38,0,0,0,0,0,0,14.29,7.14,2.38,0,0,0,2.38,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,9.52,0,2.38,7.14,2.38,0,0,0,2.38,11.9,4.76,0,0,0,0,0,16.67,7.14,7.14,0,0,2.38,0,0
6/11/24 12:23,217,0,"I think this phrase refers to the ""loadedness"" of a word, as in an historical connotation. To me, the most obvious example of something being a meaningful word would be in the usage of a word like ""boy"" when talking to or about a black male. In this example, ""boy"" would be derogatory as it has historical use as a way of talking down to a black male.",Word,Meaningful,1,68,98.34,66.03,36.2,41.97,22.67,17.65,89.71,77.94,61.76,8.82,2.94,2.94,0,0,0,0,5.88,19.12,14.71,0,25,8.82,2.94,7.35,0,16.18,7.35,1.47,0,0,0,0,13.24,0,13.24,2.94,1.47,2.94,2.94,1.47,1.47,0,1.47,1.47,0,0,0,0,0,0,0,0,17.65,8.82,0,0,0,0,7.35,8.82,0,0,0,8.82,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,7.35,0,0,7.35,0,0,0,4.41,2.94,2.94,0,0,0,0,0,0,17.65,4.41,4.41,0,0,0,8.82,0
6/11/24 12:23,202,0,"To me, living a ""meaningful life"" means doing things that are worthwhile. Worthwhile things are subjective, but I generally feel they encompass things that either help others, help a cause, improve something, etc. A meaningful life also represents, to me, having a purpose in life -- contributing to the betterment of something or several/many things.",Life,Meaningful,1,55,29.57,2.92,90.83,99,18.33,27.27,94.55,76.36,61.82,23.64,7.27,5.45,0,0,0,1.82,16.36,18.18,9.09,0,9.09,7.27,3.64,7.27,0,14.55,10.91,3.64,5.45,3.64,1.82,0,25.45,0,25.45,7.27,3.64,0,7.27,0,7.27,0,12.73,12.73,0,0,0,0,0,0,0,0,16.36,9.09,5.45,0,0,3.64,0,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64,0,0,7.27,7.27,0,0,5.45,0,0,1.82,0,0,9.09,0,0,0,0,0,0,27.27,5.45,12.73,0,0,0,9.09,0
6/11/24 12:19,479,0,"The word 'meaning' can be used when you are trying to explain the reason or purpose behind a thing or a word. It can describe what something represents, and/or its significance, such as, ""The meaning of this poem is..."" It can also be used to elaborate in description or instruction of something, such as, ""We all should meet back here at noon, meaning 12:00 pm.""",Word,MeaningOf,1,67,28.93,40.06,37.86,42.34,22.33,19.4,95.52,74.63,64.18,14.93,2.99,0,1.49,1.49,0,0,11.94,14.93,7.46,2.99,13.43,11.94,4.48,13.43,0,20.9,1.49,1.49,2.99,1.49,1.49,0,32.84,1.49,31.34,8.96,5.97,7.46,8.96,0,5.97,0,1.49,1.49,0,0,0,0,0,0,0,0,13.43,10.45,0,0,0,0,8.96,2.99,0,0,0,0,0,0,0,0,1.49,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48,5.97,0,0,5.97,0,0,0,2.99,2.99,8.96,0,0,0,0,0,0,28.36,7.46,8.96,0,0,2.99,8.96,0
6/11/24 12:25,101,0,"I understand this to mean what the person believes their life purpose is.  It would reflect personal, financial, and family goals as well as their emotions",Life,MeaningOf,1,26,14.06,93.13,30.98,99,13,26.92,100,69.23,53.85,23.08,11.54,3.85,0,0,0,7.69,11.54,15.38,3.85,0,11.54,7.69,3.85,11.54,0,15.38,7.69,0,3.85,0,3.85,0,23.08,0,23.08,15.38,3.85,3.85,0,0,0,0,11.54,7.69,0,3.85,0,0,0,0,0,0,19.23,0,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0,3.85,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0,0,11.54,3.85,0,0,0,3.85,0,0,0,0,7.69,0,0,0,0,0,0,11.54,3.85,7.69,0,0,0,0,0
6/11/24 12:25,118,0,A word that especially applies to a situation. The word would have to especially highlight something about that situation. It would reveal a certain meaning about it.,Word,Meaningful,1,27,55.25,,1,,9,33.33,92.59,74.07,66.67,18.52,0,0,0,0,0,0,18.52,22.22,14.81,0,14.81,11.11,14.81,0,0,18.52,3.7,0,0,0,0,0,33.33,0,33.33,7.41,0,7.41,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41,7.41,0,0,0,0,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41,0,0,0,0,0,0,0,0,0,3.7,0,0,0,3.7,0,0,0,0,0,7.41,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0
6/11/24 12:25,150,0,"They are talking about how the individual finds purpose throughout their life, whether that be through accomplishments, goals, family, hobbies, or any number of events that a person could experience in an average lifetime.",Life,MeaningOf,1,34,72.12,57.59,46.57,95.42,34,32.35,94.12,70.59,55.88,11.76,5.88,0,0,0,0,5.88,5.88,20.59,8.82,0,14.71,8.82,5.88,5.88,0,14.71,2.94,8.82,5.88,0,5.88,0,20.59,0,20.59,5.88,5.88,2.94,5.88,0,5.88,0,5.88,5.88,0,0,0,0,0,0,0,0,17.65,2.94,0,0,0,0,2.94,8.82,0,0,0,0,0,0,0,0,5.88,2.94,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,5.88,5.88,0,0,5.88,0,0,0,2.94,0,5.88,0,0,0,0,0,0,17.65,2.94,14.71,0,0,0,0,0
6/11/24 12:25,178,0,"This phrase means what is the definition of a word. It also means how would you interpret what someone is saying when you don't understand them. If someone doesn't want to be misunderstood or doesn't know how to answer a question, they would want someone to explain what the meaning of the word is.",Word,MeaningOf,1,54,3.37,80.61,77.17,,18,18.52,98.15,83.33,68.52,22.22,7.41,0,0,3.7,0,3.7,14.81,11.11,9.26,0,9.26,16.67,7.41,7.41,5.56,31.48,0,0,0,0,0,0,40.74,0,40.74,24.07,3.7,7.41,11.11,0,3.7,0,0,0,0,0,0,0,0,0,0,0,25.93,12.96,0,0,0,0,12.96,12.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,1.85,0,14.81,0,0,0,0,0,0,12.96,5.56,1.85,0,0,5.56,0,0
6/11/24 12:27,62,0,"People are trying to speak to the nature of our existence. Why we are here, why we suffer so much, what is our purpose. The phrase ""the meaning of life"" is used as a way to reference this.",Life,MeaningOf,1,38,52.34,99,1,2.53,12.67,10.53,92.11,76.32,65.79,15.79,10.53,0,10.53,0,0,0,5.26,21.05,10.53,0,15.79,10.53,10.53,5.26,0,21.05,2.63,2.63,13.16,10.53,2.63,0,15.79,0,15.79,2.63,10.53,2.63,0,0,0,0,2.63,0,2.63,2.63,0,2.63,0,0,0,0,18.42,5.26,0,0,0,0,2.63,10.53,0,0,0,0,0,0,0,0,2.63,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.89,5.26,0,0,5.26,0,0,0,0,2.63,10.53,0,0,0,0,0,0,18.42,7.89,5.26,0,0,0,5.26,0
6/11/24 12:21,412,0,"When people say a phrase like ""a meaningful word,"" they mean that they have something to say that holds some weight. It is something that has thought behind it and it is not something just blurted out. It means that someone thinks about what they say and the effect it will have on the person that they are saying it to before they say it.",Word,Meaningful,1,65,4.85,81.78,41.41,43.1,21.67,10.77,98.46,90.77,72.31,33.85,7.69,0,0,0,0,7.69,26.15,15.38,6.15,0,12.31,10.77,4.62,6.15,1.54,26.15,1.54,3.08,0,0,0,0,16.92,0,16.92,9.23,1.54,0,6.15,0,1.54,0,1.54,1.54,0,0,0,0,0,0,0,0,21.54,10.77,0,0,0,0,10.77,10.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.23,3.08,0,0,3.08,0,0,0,3.08,1.54,10.77,1.54,0,0,0,0,0,9.23,4.62,1.54,0,0,0,3.08,0
6/11/24 12:27,65,0,"The  meaning of a word is how I understand it. The meaning may be different for all people, or it  may be the same or similar. How we understand a word has to do with my past experience.",Word,MeaningOf,1,38,44.4,1.34,99,,12.67,18.42,97.37,84.21,68.42,13.16,7.89,5.26,2.63,0,0,0,5.26,18.42,13.16,0,10.53,18.42,5.26,5.26,0,26.32,10.53,2.63,2.63,2.63,0,0,36.84,2.63,34.21,15.79,5.26,0,10.53,0,13.16,0,0,0,0,0,0,0,0,0,0,0,7.89,5.26,0,0,0,0,5.26,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,2.63,2.63,2.63,10.53,0,0,0,0,0,10.53,7.89,2.63,0,0,0,0,0
6/11/24 12:26,107,0,"When people use this whole phrase, the meaning of life, it's almost always a question. I would assume the word meaning in this context is something like: the point of life. It is usually a means to ask what makes life worth living, why do we do it, what is the point.",Life,MeaningOf,1,52,31.07,51.52,57.98,,17.33,11.54,92.31,73.08,61.54,19.23,3.85,1.92,1.92,0,0,0,15.38,15.38,11.54,0,9.62,13.46,9.62,1.92,0,23.08,1.92,1.92,1.92,1.92,0,0,25,1.92,23.08,9.62,5.77,1.92,9.62,0,0,0,0,0,0,0,0,0,0,0,0,0,13.46,5.77,0,0,0,0,5.77,1.92,0,0,0,0,0,0,0,0,1.92,0,0,0,1.92,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.62,3.85,0,0,3.85,0,0,0,5.77,0,11.54,0,0,0,0,0,0,17.31,5.77,7.69,0,0,1.92,1.92,0
